schluessel,laender,arbeitslos.gsamt,arbeitslos.ausld,arbeitslos.bhdt,arbeitslos.15bis20,arbeitslos15bis25,arbeitslos.55bis65,arbeitslos.langzeit
13062011,        Damerow,-,-,-,-,-,-,-
13062012,"        Eggesin, Stadt",-,-,-,-,-,-,-
13062013,        Fahrenwalde,-,-,-,-,-,-,-
13062014,        Ferdinandshof,-,-,-,-,-,-,-
13062016,        Glasow,-,-,-,-,-,-,-
13062017,        Grambin,-,-,-,-,-,-,-
13062018,        Grambow,-,-,-,-,-,-,-
13062019,        Groß Luckow,-,-,-,-,-,-,-
13062021,        Hammer a. d. Uecker,-,-,-,-,-,-,-
13062022,        Heinrichsruh,-,-,-,-,-,-,-
13062023,        Heinrichswalde,-,-,-,-,-,-,-
13062024,        Hintersee,-,-,-,-,-,-,-
13062025,        Jatznick,-,-,-,-,-,-,-
13062026,        Klein Luckow,-,-,-,-,-,-,-
13062027,        Koblentz,-,-,-,-,-,-,-
13062028,        Krackow,-,-,-,-,-,-,-
13062029,        Krugsdorf,-,-,-,-,-,-,-
13062031,        Leopoldshagen,-,-,-,-,-,-,-
13062032,        Liepgarten,-,-,-,-,-,-,-
13062033,        Löcknitz,-,-,-,-,-,-,-
13062034,        Luckow,-,-,-,-,-,-,-
13062036,        Meiersberg,-,-,-,-,-,-,-
13062038,        Mönkebude,-,-,-,-,-,-,-
13062039,        Nadrensee,-,-,-,-,-,-,-
13062040,        Nieden,-,-,-,-,-,-,-
13062042,        Papendorf,-,-,-,-,-,-,-
13062043,"        Pasewalk, Stadt",-,-,-,-,-,-,-
13062044,"        Penkun, Stadt",-,-,-,-,-,-,-
13062045,        Plöwen,-,-,-,-,-,-,-
13062046,        Polzow,-,-,-,-,-,-,-
13062047,        Ramin,-,-,-,-,-,-,-
13062049,        Rollwitz,-,-,-,-,-,-,-
13062050,        Rossow,-,-,-,-,-,-,-
13062051,        Rothemühl,-,-,-,-,-,-,-
13062052,        Rothenklempenow,-,-,-,-,-,-,-
13062053,        Schönwalde,-,-,-,-,-,-,-
13062056,"        Strasburg (Uckermark), Stadt",-,-,-,-,-,-,-
13062057,        Torgelow-Holländerei,-,-,-,-,-,-,-
13062058,"        Torgelow, Stadt",-,-,-,-,-,-,-
13062059,"        Ueckermünde, Stadt",-,-,-,-,-,-,-
13062060,        Viereck,-,-,-,-,-,-,-
13062061,        Vogelsang-Warsin,-,-,-,-,-,-,-
13062062,        Wilhelmsburg,-,-,-,-,-,-,-
13062064,        Zerrenthin,-,-,-,-,-,-,-
13062065,        Züsedom,-,-,-,-,-,-,-
13062066,        Lübs,-,-,-,-,-,-,-
13071,      Landkreis Mecklenburgische Seenplatte,19564,286,1334,220,1695,4428,7439
13071001,        Alt Schwerin,25,0,1,0,2,5,5
13071002,        Altenhagen,25,0,1,0,3,6,6
13071003,        Altenhof,27,0,1,1,1,11,7
13071004,"        Altentreptow, Stadt",450,1,23,6,31,100,189
13071005,        Ankershagen,41,1,4,0,1,13,11
13071006,        Bartow,49,0,3,1,4,16,21
13071007,        Basedow,38,0,4,1,2,6,9
13071008,        Beggerow,65,0,4,0,3,15,28
13071009,        Beseritz,9,0,-,0,0,4,5
13071010,        Blankenhof,36,0,2,0,1,10,18
13071011,        Blankensee,112,0,9,1,9,32,39
13071012,        Blumenholz,35,0,5,0,2,12,15
13071013,        Bollewick,30,0,2,0,1,13,5
13071014,        Borrentin,90,0,2,2,5,16,31
13071015,        Bredenfelde,15,0,2,0,1,4,5
13071016,        Breesen,55,0,1,0,4,13,11
13071017,        Breest,14,0,1,0,0,6,5
13071018,        Briggow,24,0,1,0,1,6,9
13071019,        Brunn,66,0,8,1,4,22,30
13071020,        Buchholz,7,0,-,0,0,2,3
13071021,"        Burg Stargard, Stadt",277,0,28,1,20,72,104
13071022,        Burow,82,0,6,1,9,23,35
13071023,        Bütow,38,1,1,0,4,11,8
13071024,        Cammin,28,0,2,0,1,7,13
13071025,        Carpin,48,0,2,0,2,13,19
13071026,        Cölpin,46,0,4,0,2,16,22
13071027,"        Dargun, Stadt",355,2,19,5,28,96,127
13071028,        Datzetal,67,0,1,0,3,14,29
13071029,"        Demmin, Hansestadt",1302,13,72,17,126,252,541
13071030,        Duckow,15,0,1,0,1,2,3
13071031,        Eichhorst,57,0,4,0,2,17,28
13071032,        Faulenrost,50,0,6,0,4,13,16
13071033,        Feldberger Seenlandschaft,280,1,12,2,15,67,98
13071034,        Fincken,35,0,3,0,3,8,11
13071035,"        Friedland, Stadt",647,8,26,7,48,148,333
13071036,        Fünfseen,75,1,4,0,3,20,30
13071037,        Galenbeck,89,1,4,1,7,19,39
13071038,        Genzkow,6,0,-,0,0,2,2
13071039,        Gielow,88,0,11,1,6,19,40
13071040,        Glienke,16,0,2,0,0,5,9
13071041,        Gnevkow,35,0,4,0,2,9,19
13071042,        Godendorf,9,0,-,0,0,2,6
13071043,        Göhren-Lebbin,19,0,1,0,2,5,2
13071044,        Golchen,23,0,2,0,0,6,8
13071045,        Gotthun,10,0,1,0,0,2,-
13071046,        Grabow-Below,7,0,3,0,0,2,4
13071047,        Grabowhöfe,82,0,4,0,5,19,20
13071048,        Grammentin,19,0,-,0,2,7,4
13071049,        Grapzow,40,1,3,0,2,7,19
13071050,        Grischow,14,0,1,1,1,7,3
13071051,        Groß Dratow,-,-,-,-,-,-,-
13071052,        Groß Gievitz,-,-,-,-,-,-,-
13071053,        Groß Kelle,7,0,-,0,1,0,2
13071054,        Groß Miltzow,98,0,9,0,6,22,60
13071055,        Groß Nemerow,51,1,1,0,3,18,20
13071056,        Groß Plasten,55,1,5,0,3,9,14
13071057,        Groß Teetzleben,46,0,4,0,4,10,19
13071058,        Grünow,24,0,2,0,2,8,12
13071059,        Gültz,43,0,1,0,3,11,17
13071060,        Gülzow,34,0,2,0,1,7,13
13071061,        Helpt,24,0,3,0,1,9,11
13071062,        Hinrichshagen,-,-,-,-,-,-,-
13071063,        Hohen Wangelin,48,0,5,2,5,11,11
13071064,        Hohenbollentin,5,0,1,0,0,1,3
13071065,        Hohenmocker,57,0,3,0,2,17,26
13071066,        Hohenzieritz,26,0,2,0,2,8,7
13071067,        Holldorf,23,0,1,0,1,7,8
13071068,        Ivenack,66,0,9,0,4,21,38
13071069,        Jabel,34,2,2,0,3,9,7
13071070,        Jürgenstorf,59,7,3,1,4,14,22
13071071,        Kargow,30,1,2,0,3,8,7
13071072,        Kentzlin,14,0,1,0,2,4,6
13071073,        Kieve,5,0,1,0,0,1,3
13071074,        Kittendorf,25,0,2,0,1,8,10
13071075,        Klein Vielen,35,0,1,1,3,9,18
13071076,        Kletzin,54,0,7,0,2,19,21
13071077,        Klink,49,0,3,1,5,14,15
13071078,        Klocksin,20,0,1,0,2,4,6
13071079,        Knorrendorf,48,0,2,0,4,6,20
13071080,        Kratzeburg,41,0,4,0,2,10,22
13071081,        Kriesow,26,0,3,0,1,5,12
13071082,        Krukow,-,-,-,-,-,-,-
13071083,        Kublank,16,0,1,0,0,9,9
13071084,        Kummerow,47,0,3,1,3,10,16
13071085,        Lansen-Schönau,-,-,-,-,-,-,-
13071086,        Lapitz,-,-,-,-,-,-,-
13071087,        Lärz,25,0,5,0,1,5,6
13071088,        Leizen,24,0,1,0,1,8,6
13071089,        Lindenberg,23,0,-,0,1,2,7
13071090,        Lindetal,94,0,8,0,3,27,51
13071091,        Ludorf,20,0,2,0,1,8,6
13071092,"        Malchin, Stadt",714,12,58,9,79,140,322
13071093,"        Malchow, Stadt",481,11,36,4,41,130,128
13071094,        Mallin,-,-,-,-,-,-,-
13071095,        Massow,6,0,1,0,0,3,1
13071096,        Meesiger,20,0,-,0,1,7,7
13071097,        Melz,17,0,3,0,1,2,6
13071098,        Mildenitz,39,1,1,0,1,6,21
13071099,"        Mirow, Stadt",264,0,22,2,19,56,125
13071100,        Möllenbeck,62,0,4,0,6,12,31
13071101,        Möllenhagen,145,0,11,2,11,24,46
13071102,        Mölln,40,0,3,1,5,3,13
13071103,        Moltzow,79,0,5,1,4,24,24
13071104,        Neddemin,19,0,3,2,3,5,9
13071105,        Neetzka,18,0,2,0,2,5,9
13071106,        Neu Gaarz,10,0,1,0,1,1,2
13071107,"        Neubrandenburg, Stadt",4653,116,308,65,500,965,1720
13071108,        Neuenkirchen,42,0,5,0,2,18,14
13071109,"        Neukalen, Stadt",153,3,13,1,7,42,60
13071110,"        Neustrelitz, Stadt",1601,23,120,25,186,299,700
13071111,        Neverin,41,0,5,1,3,17,17
13071112,        Nossendorf,77,0,1,0,8,20,32
13071113,        Nossentiner Hütte,36,0,7,1,3,9,8
13071114,        Penkow,20,1,3,0,2,3,6
13071115,"        Penzlin, Stadt",321,2,17,2,17,81,90
13071116,        Petersdorf,16,0,1,0,0,3,8
13071117,        Pragsdorf,37,0,7,0,2,7,18
13071118,        Priborn,26,0,2,1,3,9,5
13071119,        Priepert,20,0,-,0,1,7,8
13071120,        Pripsleben,18,0,2,0,2,4,4
13071121,        Puchow,-,-,-,-,-,-,-
13071122,        Rechlin,137,2,8,0,9,35,30
13071123,        Ritzerow,27,0,2,0,2,5,7
13071124,"        Röbel/Müritz, Stadt",343,9,22,2,25,79,89
13071125,        Röckwitz,12,0,-,0,0,3,3
13071126,        Roggentin,49,1,3,0,1,11,20
13071127,        Rosenow,62,1,3,1,5,17,15
13071128,        Sarow,58,0,6,0,5,14,20
13071129,        Schloen,-,-,-,-,-,-,-
13071130,        Schönbeck,31,0,1,1,4,8,19
13071131,        Schönfeld,28,0,3,0,2,7,9
13071132,        Schönhausen,37,0,2,0,2,13,25
13071133,        Schwarz,12,0,-,0,1,4,2
13071134,        Schwinkendorf,-,-,-,-,-,-,-
13071135,        Siedenbollentin,53,1,3,2,2,13,23
13071136,        Siedenbrünzow,56,1,3,0,2,17,26
13071137,        Sietow,29,0,2,0,1,9,5
13071138,        Silz,8,0,-,0,0,1,1
13071139,        Sommersdorf,24,0,-,0,1,4,6
13071140,        Sponholz,38,0,6,0,1,15,19
13071141,        Staven,34,0,2,0,1,14,18
13071142,"        Stavenhagen, Reuterstadt, Stadt",527,9,27,10,46,100,246
13071143,        Stuer,22,0,2,0,2,3,9
13071144,        Torgelow am See,18,0,2,0,1,2,3
13071145,        Trollenhagen,40,0,6,1,3,14,15
13071146,        Tützpatz,51,0,3,0,2,12,17
13071147,        Userin,32,1,2,0,2,6,9
13071148,        Utzedel,47,0,2,0,1,8,19
13071149,        Varchentin,27,0,1,0,2,6,8
13071150,        Verchen,29,0,3,0,1,8,12
13071151,        Vielist,-,-,-,-,-,-,-
13071152,        Vipperow,15,0,1,0,2,3,2
13071153,        Voigtsdorf,15,0,-,0,1,5,6
13071154,        Vollrathsruhe,34,0,2,0,2,9,9
13071155,        Walow,36,0,2,0,2,9,15
13071156,"        Waren (Müritz), Stadt",1241,38,100,13,122,252,320
13071157,        Warrenzin,32,0,1,1,1,13,9
13071158,        Werder,39,1,3,0,0,11,16
13071159,"        Wesenberg, Stadt",241,1,18,4,17,61,111
13071160,        Wildberg,56,0,-,2,7,11,20
13071161,        Woggersin,18,0,2,0,2,7,8
13071162,        Wokuhl-Dabelow,33,0,1,0,3,5,14
13071163,        Wolde,49,0,3,0,3,19,18
13071164,"        Woldegk, Stadt",272,3,23,4,22,74,124
13071165,        Wredenhagen,17,0,-,0,2,2,3
13071166,        Wulkenzin,52,0,8,0,5,20,21
13071167,        Wustrow,41,1,5,0,2,10,15
13071168,        Zepkow,12,0,-,0,0,3,4
13071169,        Zettemin,20,0,1,0,1,4,3
13071170,        Zirzow,14,0,-,0,1,6,6
13071171,        Zislow,12,1,2,0,0,3,4
13071172,        Peenehagen,66,0,5,0,4,17,14
13071173,        Kuckssee,24,0,1,0,4,4,7
13071174,        Schloen-Dratow,46,0,4,0,2,11,14
13072,      Landkreis Rostock,10358,171,383,140,969,2194,3269
13072001,        Admannshagen-Bargeshagen,64,0,5,0,4,20,20
13072002,        Alt Bukow,29,0,3,0,2,6,12
13072003,        Alt Sührkow,21,0,2,0,1,7,8
13072004,        Altkalen,66,0,2,0,5,10,23
13072005,        Am Salzhaff,24,0,-,1,2,6,6
13072006,"        Bad Doberan, Stadt",614,43,21,8,71,111,194
13072007,        Bartenshagen-Parkentin,38,1,-,0,3,8,14
13072008,        Bastorf,48,1,4,1,4,10,13
13072009,        Baumgarten,45,0,1,1,3,7,16
13072010,        Behren-Lübchin,69,0,3,0,3,21,25
13072011,        Benitz,10,0,1,0,1,3,2
13072012,        Bentwisch,56,1,2,0,3,23,16
13072013,        Bernitt,81,0,2,2,9,16,19
13072014,        Biendorf,62,0,2,0,5,13,25
13072015,        Blankenhagen,34,0,1,0,4,8,8
13072016,        Boddin,26,0,2,0,2,7,10
13072017,        Börgerende-Rethwisch,36,1,1,0,2,10,7
13072018,        Bröbberow,14,0,-,0,1,5,2
13072019,        Broderstorf,108,0,3,2,7,39,35
13072020,"        Bützow, Stadt",442,2,18,8,42,102,133
13072021,        Cammin,36,0,-,0,2,11,13
13072022,        Carinerland,77,0,1,1,4,10,29
13072023,        Dahmen,41,1,3,0,1,8,15
13072024,        Dalkendorf,20,0,1,0,1,3,7
13072025,        Diekhof,66,0,2,1,7,17,22
13072026,        Dobbin-Linstow,37,0,1,0,1,8,11
13072027,        Dolgen am See,24,0,-,0,2,4,8
13072028,        Dreetz,11,0,1,0,1,3,3
13072029,        Dummerstorf,262,3,11,4,28,55,82
13072030,        Elmenhorst/Lichtenhagen,97,2,5,0,4,43,32
13072031,        Finkenthal,13,0,-,0,1,2,5
13072032,        Gelbensande,105,3,1,1,9,26,42
13072033,        Glasewitz,17,0,-,0,1,4,3
13072034,        Gnewitz,13,0,1,0,2,1,2
13072035,"        Gnoien, Stadt",263,1,5,4,14,61,106
13072036,        Graal-Müritz,125,1,5,1,12,33,38
13072037,        Grammow,9,0,-,0,1,1,3
13072038,        Groß Roge,38,0,1,0,2,6,11
13072039,        Groß Schwiesow,21,0,2,1,2,2,7
13072040,        Groß Wokern,48,0,4,0,3,17,12
13072041,        Groß Wüstenfelde,19,0,-,1,3,3,4
13072042,        Gülzow-Prüzen,93,0,2,0,6,23,30
13072043,"        Güstrow, Stadt",2023,48,66,38,258,285,588
13072044,        Gutow,39,0,1,1,2,6,11
13072045,        Hohen Demzin,29,0,1,0,3,6,5
13072046,        Hohen Sprenz,20,0,-,0,2,4,7
13072047,        Hohenfelde,22,1,-,0,2,8,6
13072048,        Hoppenrade,26,0,1,1,1,7,8
13072049,        Jördenstorf,56,0,4,0,1,19,20
13072050,        Jürgenshagen,53,0,3,0,3,12,16
13072051,        Kassow,17,0,1,0,0,9,5
13072052,        Kirch Mulsow,19,0,1,0,2,3,12
13072053,        Klein Belitz,35,0,1,0,3,7,8
13072054,        Klein Kussewitz,21,0,-,0,1,7,5
13072055,        Klein Upahl,11,0,-,0,1,2,2
13072056,"        Krakow am See, Stadt",156,2,7,2,14,42,47
13072057,        Kritzmow,84,1,6,1,8,17,25
13072058,"        Kröpelin, Stadt",306,10,10,6,30,56,108
13072059,        Kuchelmiß,44,0,2,0,4,8,13
13072060,"        Kühlungsborn, Stadt",282,6,14,4,27,71,98
13072061,        Kuhs,14,0,-,0,1,4,4
13072062,"        Laage, Stadt",253,2,10,3,21,38,79
13072063,        Lalendorf,150,0,4,1,12,31,39
13072064,        Lambrechtshagen,68,0,5,1,6,31,21
13072065,        Langhagen,26,0,1,0,2,7,7
13072066,        Lelkendorf,40,0,2,0,2,7,14
13072067,        Lohmen,16,0,1,0,2,3,4
13072068,        Lühburg,25,0,2,0,1,8,12
13072069,        Lüssow,52,1,3,0,4,14,14
13072070,        Mandelshagen,-,-,-,-,-,-,-
13072071,        Mistorf,43,1,1,2,5,5,12
13072072,        Mönchhagen,36,1,2,1,2,10,11
13072073,        Mühl Rosin,26,0,2,1,2,11,6
13072074,"        Neubukow, Stadt",330,6,11,8,42,67,138
13072075,        Nienhagen,42,2,2,0,2,10,7
13072076,        Nustrow,6,0,-,0,0,2,3
13072077,        Papendorf,46,0,2,1,5,11,9
13072078,        Penzin,9,0,-,0,0,0,5
13072079,        Plaaz,40,0,1,0,2,11,13
13072080,        Pölchow,22,0,1,0,4,7,6
13072081,        Poppendorf,22,0,4,1,2,8,6
13072082,        Prebberede,50,0,1,0,2,10,15
13072083,        Reddelich,30,0,2,0,2,7,11
13072084,        Reimershagen,17,1,-,0,1,2,6
13072085,"        Rerik, Stadt",91,6,4,1,7,27,35
13072086,        Retschow,43,0,1,0,3,10,15
13072087,        Roggentin,60,1,5,0,3,21,19
13072088,        Rövershagen,87,0,3,0,3,26,30
13072089,        Rühn,21,0,1,0,1,7,7
13072090,        Rukieten,12,0,1,0,0,4,5
13072091,        Sanitz,254,1,8,4,17,52,90
13072092,        Sarmstorf,14,0,-,1,2,3,2
13072093,        Satow,186,2,5,3,21,49,62
13072094,        Schorssow,24,0,1,0,3,9,5
13072095,"        Schwaan, Stadt",231,1,8,1,19,45,66
13072096,        Schwasdorf,25,0,-,0,2,6,4
13072097,        Selpin,35,0,2,0,3,6,12
13072098,        Stäbelow,30,0,1,0,1,11,7
13072099,        Steffenshagen,17,0,2,0,1,3,4
13072100,        Steinfeld,-,-,-,-,-,-,-
13072101,        Steinhagen,44,0,1,1,4,9,13
13072102,        Stubbendorf,9,0,-,0,0,3,2
13072103,        Sukow-Levitzow,21,0,1,1,2,5,4
13072104,        Tarnow,58,0,-,0,4,15,18
13072105,"        Tessin, Stadt",207,2,10,3,19,42,63
13072106,"        Teterow, Stadt",579,12,25,6,57,112,200
13072107,        Thelkow,31,1,2,0,2,6,11
13072108,        Thulendorf,16,0,1,1,2,3,4
13072109,        Thürkow,20,0,3,0,2,4,5
13072110,        Vorbeck,12,0,1,0,1,3,4
13072111,        Walkendorf,30,0,-,0,4,7,10
13072112,        Wardow,55,0,1,1,6,10,18
13072113,        Warnkenhagen,13,0,1,0,0,3,1
13072114,        Warnow,38,0,1,0,3,11,9
13072115,        Wasdow,-,-,-,-,-,-,-
13072116,        Wiendorf,29,0,1,0,3,4,7
13072117,        Wittenbeck,25,0,1,0,0,8,7
13072118,        Zarnewanz,19,0,-,1,2,1,9
13072119,        Zehna,34,0,-,1,2,11,9
13072120,        Zepelin,21,0,1,0,2,4,8
13072121,        Ziesendorf,34,0,1,0,3,10,10
13073,      Landkreis Vorpommern-Rügen,15431,226,642,194,1378,3468,4373
13073001,        Ahrenshagen-Daskow,124,0,2,2,9,26,35
13073002,        Ahrenshoop,14,0,-,0,0,6,4
13073003,        Altefähr,48,1,2,0,2,17,12
13073004,        Altenkirchen,103,0,4,1,11,18,20
13073005,        Altenpleen,76,1,1,0,4,20,20
13073006,        Baabe,41,1,1,0,2,11,4
13073007,"        Bad Sülze, Stadt",114,0,4,3,12,14,25
13073008,        Bartelshagen II b. Barth,27,0,-,1,2,6,4
13073009,"        Barth, Stadt",729,5,16,13,80,136,179
13073010,"        Bergen auf Rügen, Stadt",1037,23,59,16,109,217,237
13073011,        Binz,278,16,13,1,25,76,44
13073012,        Born a. Darß,46,1,1,0,2,13,7
13073013,        Breege,32,0,1,0,2,12,4
13073014,        Buschvitz,10,0,1,0,0,2,2
13073015,        Dettmannsdorf,47,0,2,0,4,11,10
13073016,        Deyelsdorf,59,1,1,1,4,8,24
13073017,        Dierhagen,54,0,1,1,4,21,10
13073018,        Divitz-Spoldershagen,34,1,-,0,3,8,8
13073019,        Dranske,139,0,7,2,11,35,32
13073020,        Drechow,20,0,3,1,2,4,5
13073021,        Dreschvitz,54,0,1,1,4,12,12
13073022,        Eixen,64,0,1,0,4,10,17
13073023,        Elmenhorst,38,0,-,0,3,9,10
13073024,"        Franzburg, Stadt",149,3,7,5,13,34,43
13073025,        Fuhlendorf,31,0,1,0,1,12,4
13073026,        Gager,23,0,3,0,1,8,3
13073027,"        Garz/Rügen, Stadt",146,1,7,2,10,46,45
13073028,        Gingst,105,0,5,1,7,31,26
13073029,        Glewitz,51,0,-,0,4,7,19
13073030,        Glowe,39,1,1,1,4,12,8
13073031,        Göhren,78,5,4,0,6,18,9
13073032,        Grammendorf,47,0,2,1,3,18,21
13073033,        Gransebieth,34,0,1,0,2,12,9
13073034,        Gremersdorf-Buchholz,61,0,4,1,6,13,18
13073035,"        Grimmen, Stadt",865,8,21,12,79,181,330
13073036,        Groß Kordshagen,32,0,2,0,2,11,13
13073037,        Groß Mohrdorf,36,1,1,0,2,7,6
13073038,        Gustow,36,0,1,0,2,10,9
13073039,        Hugoldsdorf,10,0,2,0,1,1,3
13073040,        Insel Hiddensee,48,0,2,0,1,20,7
13073041,        Jakobsdorf,27,0,2,0,2,7,7
13073042,        Karnin,14,0,-,0,0,4,5
13073043,        Kenz-Küstrow,24,0,-,0,1,6,3
13073044,        Klausdorf,22,0,-,0,2,6,4
13073045,        Kluis,23,0,1,0,2,7,6
13073046,        Kramerhof,70,0,5,1,5,27,20
13073047,        Kummerow,25,1,3,0,1,5,9
13073048,        Lancken-Granitz,20,0,-,0,2,5,4
13073049,        Lietzow,13,0,1,0,2,4,4
13073050,        Lindholz,42,0,1,0,3,5,11
13073051,        Löbnitz,44,0,1,1,3,10,14
13073052,        Lohme,20,1,2,0,0,6,4
13073053,        Lüdershagen,32,1,1,1,2,9,10
13073054,        Lüssow,37,1,3,0,2,12,10
13073055,"        Marlow, Stadt",248,1,3,2,21,67,60
13073056,        Middelhagen,30,0,1,0,0,13,5
13073057,        Millienhagen-Oebelitz,39,0,2,2,5,8,14
13073058,        Neu Bartelshagen,27,0,1,0,1,7,10
13073059,        Neuenkirchen,24,0,1,0,0,8,8
13073060,        Niepars,118,0,6,2,11,30,25
13073061,        Pantelitz,46,0,3,0,4,13,11
13073062,        Papenhagen,38,1,1,0,3,10,13
13073063,        Parchtitz,46,0,2,1,2,11,10
13073064,        Patzig,25,0,1,0,3,8,6
13073065,        Poseritz,71,0,3,1,4,19,19
13073066,        Preetz,53,1,3,0,4,15,14
13073067,        Prerow,67,2,1,0,3,19,10
13073068,        Prohn,82,1,6,1,5,25,25
13073069,        Pruchten,30,1,1,1,3,6,6
13073070,"        Putbus, Stadt",264,7,12,2,18,68,70
13073071,        Putgarten,17,0,2,0,1,4,1
13073072,        Ralswiek,15,0,1,0,0,8,4
13073073,        Rambin,53,0,6,1,2,11,13
13073074,        Rappin,17,0,1,0,0,4,5
13073075,"        Ribnitz-Damgarten, Stadt",919,18,28,10,91,211,212
13073076,"        Richtenberg, Stadt",114,0,10,1,8,31,29
13073077,        Saal,69,0,1,0,6,15,21
13073078,        Sagard,198,1,11,2,16,42,48
13073079,        Samtens,157,0,7,2,12,39,46
13073080,"        Sassnitz, Stadt",710,14,36,6,55,187,179
13073081,        Schaprode,26,0,1,0,3,6,6
13073082,        Schlemmin,15,0,1,0,3,2,4
13073083,        Sehlen,41,0,2,0,3,13,11
13073084,        Sellin,172,9,8,2,16,41,24
13073085,        Semlow,57,0,1,1,4,11,14
13073086,        Splietsdorf,40,0,1,1,4,2,13
13073087,        Steinhagen,87,1,4,1,5,40,23
13073088,"        Stralsund, Hansestadt",4401,81,217,60,458,803,1506
13073089,        Süderholz,248,2,8,4,21,56,91
13073090,        Sundhagen,377,2,10,4,24,99,149
13073091,        Thiessow,19,0,-,0,1,7,2
13073092,        Trent,63,0,1,0,4,11,20
13073093,"        Tribsees, Stadt",221,3,6,6,22,47,54
13073094,        Trinwillershagen,82,0,2,1,8,21,23
13073095,        Ummanz,33,0,2,0,1,10,4
13073096,        Velgast,162,1,4,3,19,32,47
13073097,        Weitenhagen,18,0,-,0,0,3,9
13073098,        Wendisch Baggendorf,35,0,3,0,1,7,12
13073099,        Wendorf,31,0,3,0,1,12,8
13073100,        Wieck a. Darß,34,0,2,0,1,13,5
13073101,        Wiek,66,0,3,0,3,16,10
13073102,        Wittenhagen,71,0,2,1,5,13,22
13073103,        Wustrow,41,0,1,0,3,12,7
13073104,        Zarrendorf,52,0,3,1,3,19,14
13073105,        Zingst,119,1,5,1,10,34,18
13073106,        Zirkow,48,0,3,0,3,12,11
13074,      Landkreis Nordwestmecklenburg,8332,234,432,120,773,1956,3198
13074001,        Alt Meteln,37,0,3,0,4,14,14
13074002,        Bad Kleinen,267,2,15,5,26,56,124
13074003,        Barnekow,35,0,-,0,2,10,15
13074004,        Benz,27,0,-,0,2,6,13
13074005,        Bernstorf,15,0,-,0,1,4,4
13074006,        Bibow,15,0,-,0,2,2,7
13074007,        Blowatz,77,1,4,0,6,26,34
13074008,        Bobitz,124,0,4,1,7,34,55
13074009,        Boiensdorf,26,0,1,0,1,10,11
13074010,        Boltenhagen,80,1,6,0,7,19,14
13074011,        Börzow,19,0,1,0,4,6,2
13074012,        Brüsewitz,82,2,5,1,6,18,28
13074013,        Carlow,46,1,3,0,2,13,15
13074014,        Cramonshagen,13,0,1,0,1,8,5
13074015,        Dalberg-Wendelstorf,15,0,1,0,1,8,7
13074016,        Damshagen,61,1,3,1,8,15,15
13074017,"        Dassow, Stadt",140,1,5,2,12,26,40
13074018,        Dechow,6,0,-,0,0,2,2
13074019,        Dorf Mecklenburg,148,3,7,1,12,51,66
13074020,        Dragun,43,0,3,0,4,10,21
13074021,"        Gadebusch, Stadt",342,11,18,6,30,69,143
13074022,        Gägelow,130,4,6,2,8,33,52
13074023,        Glasin,48,0,4,0,3,12,21
13074024,        Gottesgabe,25,0,2,0,2,10,7
13074025,        Grambow,15,0,-,0,1,4,2
13074026,"        Grevesmühlen, Stadt",549,10,28,13,71,116,154
13074027,        Grieben,10,0,-,0,3,2,3
13074028,        Groß Molzahn,21,1,3,0,1,8,14
13074029,        Groß Siemz,10,0,1,0,2,4,5
13074030,        Groß Stieten,54,0,2,1,3,16,29
13074031,        Hohen Viecheln,23,2,1,0,1,6,11
13074032,        Hohenkirchen,68,0,5,0,4,20,28
13074033,        Holdorf,19,0,2,0,1,2,9
13074034,        Hornstorf,68,7,4,2,8,14,27
13074035,        Insel Poel,115,1,5,2,8,37,47
13074036,        Jesendorf,29,1,-,0,2,4,12
13074037,        Kalkhorst,67,0,1,0,8,13,16
13074038,        Klein Trebbow,37,0,5,0,3,9,9
13074039,"        Klütz, Stadt",156,3,8,2,20,40,37
13074040,        Kneese,14,0,2,0,2,6,4
13074042,        Königsfeld,36,0,1,2,7,9,8
13074043,        Krembz,55,0,2,1,4,12,22
13074044,        Krusenhagen,21,0,-,0,2,7,6
13074045,        Lockwisch,14,0,2,0,2,1,3
13074046,        Lübberstorf,14,0,1,0,1,3,10
13074047,        Lübow,73,0,3,1,4,24,32
13074048,        Lübstorf,44,0,4,0,4,12,15
13074049,        Lüdersdorf,118,9,10,2,13,26,31
13074050,        Lützow,47,0,1,1,4,14,13
13074051,        Mallentin,43,0,1,1,4,6,13
13074052,        Menzendorf,17,1,-,0,2,4,6
13074053,        Metelsdorf,20,1,-,0,1,10,6
13074054,        Mühlen Eichsen,46,0,4,0,2,8,18
13074055,        Nesow,12,0,2,0,0,3,3
13074056,        Neuburg,128,0,4,1,8,32,62
13074057,"        Neukloster, Stadt",211,0,9,4,18,49,100
13074058,        Niendorf,10,0,-,0,2,2,4
13074059,        Papenhusen,12,0,1,0,0,2,5
13074060,        Passee,16,0,2,0,2,5,9
13074061,        Perlin,20,0,2,0,2,6,9
13074062,        Pingelshagen,8,0,1,0,1,4,1
13074063,        Plüschow,16,0,-,0,1,3,4
13074064,        Pokrent,27,0,3,0,2,6,5
13074065,"        Rehna, Stadt",189,1,9,2,16,40,83
13074066,        Rieps,22,0,1,1,3,6,9
13074067,        Roduchelstorf,7,0,1,0,0,2,1
13074068,        Roggendorf,40,1,2,0,5,11,14
13074069,        Roggenstorf,22,0,1,0,3,6,4
13074070,        Rögnitz,14,0,1,0,1,7,5
