"","Schluessel","Name.y","Wahlberechtigte.btw","Wahlbeteiligung.btw","Gueltige.Zweitstimmen.btw","CDU.CSU.btw","SPD.btw","GRUENE.btw","FDP.btw","LINKE.btw","AfD.btw","Sonstige.Parteien.btw"
"9892",9185125,"        Burgheim, M","3567","67,6","2388","1498","332","98","93","64","78","225"
"9893",9185127,"        Ehekirchen","2841","78,2","2207","1448","213","116","91","49","80","210"
"9894",9185131,"        Gachenbach","1880","75,2","1401","980","131","62","52","13","45","118"
"9895",9185139,"        Karlshuld","4222","68,1","2853","1747","354","94","101","75","84","398"
"9896",9185140,"        Karlskron","3787","72,1","2711","1588","450","153","96","66","75","283"
"9897",9185143,"        Langenmosen","1217","76,3","922","683","54","29","37","17","20","82"
"9898",9185149,"        Neuburg a.d.Donau, GKSt","20877","64,3","13301","7352","2343","762","535","583","532","1194"
"9899",9185150,"        Oberhausen","2074","73,6","1508","855","237","103","42","45","58","168"
"9900",9185153,"        Rennertshofen, M","3788","70,7","2669","1680","320","113","111","65","86","294"
"9901",9185157,"        Rohrenfels","1165","68,5","791","462","103","34","29","18","37","108"
"9902",9185158,"        Schrobenhausen, St","12350","68,0","8286","4442","1523","617","369","272","308","755"
"9903",9185163,"        Koenigsmoos","3494","68,3","2363","1593","237","75","79","47","68","264"
"9904",9185166,"        Waidhofen","1713","70,6","1199","716","150","62","42","34","40","155"
"9905",9185168,"        Weichering","1831","73,7","1337","794","216","68","33","31","38","157"
"9906",9186113,"        Baar-Ebenhausen","3877","69,6","2675","1482","498","121","115","81","105","273"
"9907",9186116,"        Ernsgaden","1241","65,5","804","466","108","34","28","27","25","116"
"9908",9186122,"        Geisenfeld, St","7554","69,3","5199","3069","696","268","304","130","169","563"
"9909",9186125,"        Gerolsbach","2594","75,0","1936","1240","201","113","80","43","83","176"
"9910",9186126,"        Hettenshausen","1524","72,4","1098","560","192","114","48","35","48","101"
"9911",9186128,"        Hohenwart, M","3403","68,3","2310","1500","272","111","85","47","70","225"
"9912",9186130,"        Ilmmuenster","1655","78,2","1289","684","217","100","55","27","58","148"
"9913",9186132,"        Jetzendorf","2289","76,2","1728","975","242","107","96","49","100","159"
"9914",9186137,"        Manching, M","8743","63,8","5533","3132","914","280","200","174","226","607"
"9915",9186139,"        Muenchsmuenster","2263","65,9","1474","807","316","69","44","34","55","149"
"9916",9186143,"        Pfaffenhofen a.d.Ilm, St","18347","70,5","12858","6418","2543","1065","619","444","627","1142"
"9917",9186144,"        Poernbach","1579","72,4","1138","716","162","49","37","26","43","105"
"9918",9186146,"        Reichertshausen","3866","75,2","2889","1489","473","230","131","96","145","325"
"9919",9186147,"        Reichertshofen, M","5791","67,6","3894","2183","669","195","189","151","159","348"
"9920",9186149,"        Rohrbach","4313","73,9","3171","1623","549","181","171","109","161","377"
"9921",9186151,"        Scheyern","3640","74,0","2683","1463","382","242","142","69","103","282"
"9922",9186152,"        Schweitenkirchen","3805","72,7","2757","1650","321","159","153","74","102","298"
"9923",9186158,"        Vohburg a.d.Donau, St","5689","66,0","3731","2082","669","206","129","125","131","389"
"9924",9186162,"        Wolnzach, M","8406","72,4","6034","3250","1008","395","341","162","256","622"
"9925",9187113,"        Amerang","2843","72,0","2032","1166","243","185","93","55","97","193"
"9926",9187114,"        Aschau i.Chiemgau","4363","76,0","3295","1845","436","278","227","77","147","285"
"9927",9187116,"        Babensham","2249","74,8","1672","1054","145","148","65","30","52","178"
"9928",9187117,"        Bad Aibling, St","13386","71,0","9434","5086","1453","774","471","319","473","858"
"9929",9187118,"        Bernau a.Chiemsee","4855","70,5","3407","1823","474","298","177","101","183","351"
"9930",9187120,"        Brannenburg","4367","71,8","3115","1691","451","305","173","103","126","266"
"9931",9187121,"        Breitbrunn a.Chiemsee","1239","79,9","984","534","94","123","75","22","48","88"
"9932",9187122,"        Bruckmuehl, M","12066","72,6","8702","4643","1342","631","424","229","556","877"
"9933",9187123,"        Chiemsee","164","81,7","134","86","16","5","11","2","5","9"
"9934",9187124,"        Edling","3234","70,1","2252","1233","333","202","103","82","77","222"
"9935",9187125,"        Eggstaett","2157","74,2","1593","839","199","154","84","53","90","174"
"9936",9187126,"        Eiselfing","2301","75,9","1738","1092","178","121","68","35","56","188"
"9937",9187128,"        Bad Endorf, M","6046","68,7","4123","2236","618","401","202","132","196","338"
"9938",9187129,"        Bad Feilnbach","5986","73,2","4360","2717","490","218","207","138","199","391"
"9939",9187130,"        Feldkirchen-Westerham","7779","78,0","6026","3310","869","494","340","144","320","549"
"9940",9187131,"        Flintsbach a.Inn","2257","73,7","1652","907","238","134","68","48","66","191"
"9941",9187132,"        Frasdorf","2252","73,0","1633","980","143","125","82","18","76","209"
"9942",9187134,"        Griesstaett","1946","72,9","1409","847","171","98","54","25","46","168"
"9943",9187137,"        Großkarolinenfeld","5468","74,8","4057","2254","612","303","160","85","217","426"
"9944",9187138,"        Gstadt a.Chiemsee","859","71,9","615","352","55","53","55","12","38","50"
"9945",9187139,"        Halfing","2018","69,6","1396","862","170","89","57","29","56","133"
"9946",9187142,"        Schechen","3601","74,1","2639","1629","303","154","112","37","121","283"
"9947",9187145,"        Hoeslwang","943","74,7","702","430","73","65","29","13","23","69"
"9948",9187148,"        Kiefersfelden","4912","66,6","3252","1698","563","221","162","114","172","322"
"9949",9187150,"        Kolbermoor, St","13271","65,9","8675","4390","1486","616","394","260","487","1042"
"9950",9187154,"        Neubeuern, M","3227","77,8","2500","1432","291","228","153","51","102","243"
"9951",9187156,"        Nußdorf a.Inn","2042","75,5","1528","916","146","142","91","26","82","125"
"9952",9187157,"        Oberaudorf","3816","69,4","2624","1454","345","191","163","69","110","292"
"9953",9187159,"        Pfaffing","2930","74,9","2176","1251","266","187","93","39","71","269"
"9954",9187162,"        Prien a.Chiemsee, M","7994","72,1","5722","2924","866","622","415","181","258","456"
"9955",9187163,"        Prutting","2006","74,9","1491","883","191","113","61","26","59","158"
"9956",9187164,"        Ramerberg","1041","70,0","726","390","119","70","24","22","26","75"
"9957",9187165,"        Raubling","8698","70,7","6106","3381","1032","364","252","164","300","613"
"9958",9187167,"        Riedering","4230","71,7","3020","1726","390","258","156","67","141","282"
"9959",9187168,"        Rimsting","2987","74,1","2202","1287","283","207","129","44","87","165"
"9960",9187169,"        Rohrdorf","4152","73,8","3045","1794","426","218","137","70","116","284"
"9961",9187170,"        Rott a.Inn","2957","69,2","2032","1074","341","156","81","61","85","234"
"9962",9187172,"        Samerberg","2079","71,4","1475","924","129","118","67","26","70","141"
"9963",9187173,"        Schonstett","999","66,9","663","393","78","53","12","17","26","84"
"9964",9187174,"        Soechtenau","1984","77,4","1526","894","159","135","55","23","66","194"
"9965",9187176,"        Soyen","2212","71,9","1578","882","196","175","50","35","50","190"
"9966",9187177,"        Stephanskirchen","7855","74,8","5819","3096","891","529","352","147","259","545"
"9967",9187179,"        Tuntenhausen","5223","76,5","3973","2385","446","305","171","85","186","395"
"9968",9187181,"        Vogtareuth","2333","72,4","1679","973","212","116","66","39","90","183"
"9969",9187182,"        Wasserburg a.Inn, St","8990","60,7","5406","2341","1137","701","210","259","245","513"
"9970",9187186,"        Albaching","1261","73,1","915","555","109","53","46","23","30","99"
"9971",9188113,"        Berg","5837","76,4","4439","2362","603","389","531","84","209","261"
"9972",9188117,"        Andechs","2438","79,0","1911","1064","254","193","113","41","73","173"
"9973",9188118,"        Feldafing","3065","78,5","2396","1095","366","250","342","60","153","130"
"9974",9188120,"        Gauting","14389","79,4","11368","5098","1957","1306","1360","292","562","793"
"9975",9188121,"        Gilching","12971","77,3","9962","4602","1908","995","738","327","503","889"
"9976",9188124,"        Herrsching a.Ammersee","7510","76,4","5709","2447","994","774","579","151","371","393"
"9977",9188126,"        Inning a.Ammersee","3226","80,8","2596","1271","382","327","270","48","111","187"
"9978",9188127,"        Krailling","5487","81,4","4445","2046","803","512","477","119","215","273"
"9979",9188132,"        Seefeld","5316","79,9","4232","1952","695","551","402","116","198","318"
"9980",9188137,"        Poecking","4101","80,2","3275","1558","527","340","378","88","147","237"
"9981",9188139,"        Starnberg, St","16589","76,1","12571","5894","1987","1227","1486","311","748","918"
"9982",9188141,"        Tutzing","7244","76,6","5524","2644","893","603","541","125","301","417"
"9983",9188144,"        Weßling","3920","80,9","3159","1360","559","472","268","86","149","265"
"9984",9188145,"        Woerthsee","3735","81,0","3010","1404","456","420","292","100","140","198"
"9985",9189111,"        Altenmarkt a.d.Alz","3271","71,9","2328","1278","421","218","85","75","45","206"
"9986",9189113,"        Bergen","3798","71,7","2705","1432","420","315","121","102","102","213"
"9987",9189114,"        Chieming","3598","76,2","2725","1516","359","319","159","52","91","229"
"9988",9189115,"        Engelsberg","1956","72,5","1413","891","141","84","65","31","58","143"
"9989",9189118,"        Fridolfing","3250","68,5","2215","1298","343","198","82","50","47","197"
"9990",9189119,"        Grabenstaett","3342","72,4","2409","1391","322","209","134","60","91","202"
"9991",9189120,"        Grassau, M","4805","68,2","3250","1640","605","186","191","142","148","338"
"9992",9189124,"        Inzell","3622","72,5","2600","1529","422","206","105","68","58","212"
"9993",9189126,"        Kienberg","1069","75,7","803","490","112","79","23","15","24","60"
"9994",9189127,"        Kirchanschoering","2379","76,6","1807","1122","222","158","75","20","36","174"
"9995",9189129,"        Marquartstein","2483","70,2","1729","845","312","198","112","61","57","144"
"9996",9189130,"        Nußdorf","1938","73,3","1412","793","215","134","75","38","37","120"
"9997",9189133,"        Obing","3209","71,2","2275","1387","291","205","90","59","73","170"
"9998",9189134,"        Palling","2660","72,3","1906","1256","207","133","59","46","43","162"
"9999",9189135,"        Petting","1784","73,7","1305","837","117","109","35","21","34","152"
"10000",9189137,"        Pittenhart","1349","74,6","1002","655","79","82","41","16","19","110"
"10001",9189139,"        Reit im Winkl","1813","71,4","1285","823","131","72","68","37","56","98"
"10002",9189140,"        Ruhpolding","5110","68,2","3460","2068","482","253","180","78","138","261"
"10003",9189141,"        Schleching","1432","71,9","1023","597","143","78","48","34","36","87"
"10004",9189142,"        Schnaitsee","2747","70,3","1920","1146","265","166","87","53","39","164"
"10005",9189143,"        Seeon-Seebruck","3530","73,9","2587","1472","345","245","153","77","71","224"
"10006",9189145,"        Siegsdorf","6481","70,2","4518","2578","657","391","176","124","171","421"
"10007",9189146,"        Staudach-Egerndach","870","71,7","620","338","110","39","22","28","16","67"
"10008",9189148,"        Surberg","2517","71,8","1796","980","238","234","84","43","36","181"
"10009",9189149,"        Tacherting","4322","68,2","2920","1815","429","187","95","62","72","260"
"10010",9189150,"        Taching a.See","1536","74,2","1131","687","136","114","29","32","36","97"
"10011",9189152,"        Tittmoning, St","4459","69,4","3073","1792","420","299","105","81","70","306"
"10012",9189154,"        Traunreut, St","15004","58,4","8681","4885","1495","629","358","376","234","704"
"10013",9189155,"        Traunstein, GKSt","14712","70,0","10214","5287","1758","1143","492","401","357","776"
"10014",9189157,"        Trostberg, St","8793","63,7","5544","2985","1075","513","181","238","165","387"
"10015",9189159,"        uebersee","3908","72,3","2814","1459","437","300","140","72","106","300"
"10016",9189160,"        Unterwoessen","2735","69,9","1898","1100","267","127","119","52","83","150"
"10017",9189161,"        Vachendorf","1460","76,7","1111","644","165","129","41","22","31","79"
"10018",9189162,"        Waging a.See, M","5203","68,9","3564","2067","410","401","138","85","112","351"
"10019",9189165,"        Wonneberg","1142","69,6","790","471","83","94","18","12","20","92"
"10020",9190111,"        Altenstadt","2426","75,9","1832","982","313","140","60","55","94","188"
"10021",9190113,"        Antdorf","937","79,3","736","428","89","58","29","14","40","78"
"10022",9190114,"        Bernbeuren","1843","70,2","1281","745","136","63","50","24","70","193"
"10023",9190115,"        Bernried am Starnberger See","1614","80,4","1294","589","243","178","100","50","43","91"
"10024",9190117,"        Boebing","1335","73,8","974","518","129","78","52","26","49","122"
"10025",9190118,"        Burggen","1310","73,8","963","593","110","59","32","33","49","87"
"10026",9190120,"        Eberfing","1053","72,3","759","455","74","60","26","17","32","95"
"10027",9190121,"        Eglfing","777","75,9","587","329","59","54","35","17","22","71"
"10028",9190126,"        Habach","827","75,9","623","356","71","69","15","13","22","77"
"10029",9190129,"        Hohenfurch","1204","75,0","899","532","121","46","32","23","53","92"
"10030",9190130,"        Hohenpeißenberg","3069","75,1","2277","1095","430","200","87","86","126","253"
"10031",9190131,"        Huglfing","2026","74,0","1483","766","200","120","60","55","94","188"
"10032",9190132,"        Iffeldorf","1946","74,9","1447","647","312","149","105","49","77","108"
"10033",9190133,"        Ingenried","737","75,8","552","343","53","30","16","17","30","63"
"10034",9190135,"        Oberhausen","1652","77,9","1275","675","200","117","61","31","58","133"
"10035",9190136,"        Obersoechering","1148","78,1","893","545","86","57","38","18","38","111"
"10036",9190138,"        Paehl","1801","80,4","1442","806","174","140","89","29","74","130"
"10037",9190139,"        Peißenberg, M","9620","68,0","6472","3170","1213","427","227","271","397","767"
"10038",9190140,"        Peiting, M","9168","68,4","6218","2934","1278","469","186","286","338","727"
"10039",9190141,"        Penzberg, St","12229","73,3","8906","3984","2069","800","467","297","499","790"
"10040",9190142,"        Polling","2572","76,9","1971","1064","286","178","94","47","108","194"
"10041",9190143,"        Prem","694","73,6","510","346","44","28","20","9","23","40"
"10042",9190144,"        Raisting","1734","77,4","1339","660","224","130","64","33","68","160"
"10043",9190145,"        Rottenbuch","1313","74,3","965","607","110","55","34","25","48","86"
"10044",9190148,"        Schongau, St","8453","66,2","5538","2725","1092","387","235","243","344","512"
"10045",9190149,"        Schwabbruck","729","76,7","558","353","65","36","23","7","23","51"
"10046",9190151,"        Schwabsoien","1020","78,3","795","505","78","44","21","23","33","91"
"10047",9190152,"        Seeshaupt","2384","80,1","1901","955","303","213","152","42","89","147"
"10048",9190153,"        Sindelsdorf","889","73,6","641","343","110","50","22","19","31","66"
"10049",9190154,"        Steingaden","2075","67,9","1403","877","121","88","55","21","104","137"
"10050",9190157,"        Weilheim i.OB, St","16450","72,7","11869","5327","2156","1180","683","392","837","1294"
"10051",9190158,"        Wessobrunn","1598","75,6","1194","662","124","107","51","36","61","153"
"10052",9190159,"        Wielenbach","2481","77,3","1897","1021","279","130","91","46","107","223"
"10053",9190160,"        Wildsteig","962","74,9","713","456","44","48","35","8","25","97"
"10054",9261,"      Landshut","48500","65,6","31595","15567","5800","2996","1736","1286","1393","2817"
"10055",9262,"      Passau","37827","64,1","24063","11518","4906","2127","1413","1191","997","1911"
"10056",9263,"      Straubing","34677","57,8","19898","10826","3577","976","929","868","806","1916"
"10057",9271111,"        Aholming","1851","62,7","1154","696","148","28","29","25","41","187"
"10058",9271113,"        Auerbach","1674","60,1","1000","601","110","36","43","29","39","142"
"10059",9271114,"        Außernzell","1077","56,8","611","383","73","12","20","17","21","85"
"10060",9271116,"        Bernried","3907","65,2","2518","1334","465","107","115","69","126","302"
"10061",9271118,"        Buchhofen","732","70,9","512","365","70","7","10","5","15","40"
"10062",9271119,"        Deggendorf, GKSt","24879","57,8","14243","7384","2599","853","727","543","740","1397"
"10063",9271122,"        Grafling","2242","61,5","1368","767","194","46","60","63","51","187"
"10064",9271123,"        Grattersdorf","1066","64,1","680","411","73","26","19","11","39","101"
"10065",9271125,"        Hengersberg, M","5517","59,6","3269","1792","528","163","106","107","121","452"
"10066",9271126,"        Hunding","950","67,2","633","370","87","20","16","9","25","106"
"10067",9271127,"        Iggensbach","1609","59,9","958","530","165","33","36","36","32","126"
"10068",9271128,"        Kuenzing","2573","67,0","1703","1044","269","77","54","50","66","143"
"10069",9271130,"        Lalling","1291","61,5","790","439","121","33","32","18","33","114"
"10070",9271132,"        Metten, M","3300","67,7","2214","1187","398","134","87","65","126","217"
"10071",9271135,"        Moos","1718","66,6","1131","707","171","26","37","21","34","135"
"10072",9271138,"        Niederalteich","1396","65,8","912","458","146","81","37","35","30","125"
"10073",9271139,"        Oberpoering","932","67,6","624","439","62","35","9","10","17","52"
"10074",9271140,"        Offenberg","2622","71,7","1860","1036","345","88","82","58","82","169"
"10075",9271141,"        Osterhofen, St","9359","62,4","5806","3482","895","249","204","180","213","583"
"10076",9271143,"        Otzing","1474","63,4","926","611","113","25","31","29","23","94"
"10077",9271146,"        Plattling, St","9687","53,7","5167","2857","909","195","211","185","255","555"
"10078",9271148,"        Schaufling","1166","64,6","748","428","151","38","30","18","12","71"
"10079",9271149,"        Schoellnach, M","3856","56,3","2152","1097","415","89","80","89","90","292"
"10080",9271151,"        Stephansposching","2411","68,1","1628","1037","248","63","56","39","52","133"
"10081",9271152,"        Wallerfing","1056","69,8","730","483","77","24","19","6","26","95"
"10082",9271153,"        Winzer, M","3051","57,4","1735","965","250","54","70","59","108","229"
"10083",9272116,"        Eppenschlag","783","59,9","465","295","53","9","16","9","16","67"
"10084",9272118,"        Freyung, St","5741","60,0","3412","1987","534","160","149","112","111","359"
"10085",9272119,"        Fuersteneck","713","56,5","397","266","42","7","9","25","6","42"
"10086",9272120,"        Grafenau, St","6664","64,9","4290","2453","772","183","150","144","150","438"
"10087",9272121,"        Grainet","1914","60,4","1148","741","112","38","31","25","38","163"
"10088",9272122,"        Haidmuehle","1075","59,9","642","374","94","20","18","20","32","84"
"10089",9272126,"        Hinterschmiding","1979","64,0","1264","746","179","48","49","39","36","167"
"10090",9272127,"        Hohenau","2755","59,3","1619","903","344","65","47","51","48","161"
"10091",9272128,"        Innernzell","1286","59,5","759","455","114","19","25","34","14","98"
"10092",9272129,"        Jandelsbrunn","2708","60,6","1629","1026","160","63","48","69","29","234"
"10093",9272134,"        Mauth","1927","61,0","1162","577","329","33","39","34","47","103"
"10094",9272136,"        Neureichenau","3520","53,0","1860","1118","230","60","81","79","79","213"
"10095",9272138,"        Perlesreut, M","2314","59,2","1363","816","181","43","57","38","41","187"
"10096",9272139,"        Philippsreut","578","69,7","398","248","46","7","15","6","15","61"
"10097",9272140,"        Ringelai","1575","58,5","917","479","202","63","26","34","29","84"
"10098",9272141,"        Roehrnbach, M","3521","60,2","2094","1236","290","69","60","70","97","272"
"10099",9272142,"        Saldenburg","1622","64,5","1038","460","257","54","33","51","47","136"
"10100",9272143,"        Sankt Oswald-Riedlhuette","2422","63,4","1523","629","449","65","49","68","74","189"
"10101",9272145,"        Schoefweg","1044","59,6","618","311","109","19","15","15","44","105"
"10102",9272146,"        Neuschoenau","1800","55,2","981","561","171","33","24","28","30","134"
"10103",9272147,"        Schoenberg, M","3195","63,4","2011","1115","327","90","85","58","83","253"
"10104",9272149,"        Spiegelau","3246","59,2","1910","971","410","88","48","111","69","213"
"10105",9272150,"        Thurmansbang","1953","60,8","1173","612","186","63","44","44","39","185"
"10106",9272151,"        Waldkirchen, St","8426","57,9","4842","2864","659","192","197","141","178","611"
"10107",9272152,"        Zenting","925","66,6","615","335","106","32","22","26","18","76"
"10108",9273111,"        Abensberg, St","9737","69,0","6652","3505","1232","479","338","201","206","691"
"10109",9273113,"        Aiglsbach","1327","75,6","991","713","105","28","32","14","23","76"
"10110",9273115,"        Attenhofen","1051","74,8","781","494","86","39","33","8","24","97"
"10111",9273116,"        Bad Abbach, M","9005","69,9","6247","2948","941","451","331","203","215","1158"
"10112",9273119,"        Biburg","915","67,5","615","367","72","36","34","17","22","67"
"10113",9273121,"        Essing, M","819","72,3","590","352","91","43","24","11","12","57"
"10114",9273125,"        Hausen","1649","69,4","1136","665","136","69","32","31","27","176"
"10115",9273127,"        Herrngiersdorf","926","70,4","649","418","65","31","25","16","17","77"
"10116",9273133,"        Ihrlerstein","3396","68,8","2318","1111","544","157","74","73","68","291"
"10117",9273137,"        Kelheim, St","11915","64,8","7659","3839","1740","517","304","274","222","763"
"10118",9273139,"        Kirchdorf","698","72,6","506","343","52","20","12","6","11","62"
"10119",9273141,"        Langquaid, M","4025","66,5","2660","1548","370","142","126","52","101","321"
"10120",9273147,"        Mainburg, St","9672","65,7","6319","3568","952","352","320","183","248","696"
"10121",9273152,"        Neustadt a.d.Donau, St","9745","61,5","5962","3425","1177","200","222","186","194","558"
"10122",9273159,"        Painten, M","1775","70,9","1248","695","286","46","33","33","26","129"
"10123",9273163,"        Elsendorf","1521","67,5","1019","670","97","29","41","33","39","110"
"10124",9273164,"        Riedenburg, St","4401","65,8","2876","1786","379","176","106","76","76","277"
"10125",9273165,"        Rohr i.NB, M","2571","71,4","1820","1037","250","119","45","39","44","286"
"10126",9273166,"        Saal a.d.Donau","4267","70,5","2986","1530","660","166","84","79","69","398"
"10127",9273172,"        Siegenburg, M","2590","62,6","1613","926","255","77","90","39","55","171"
"10128",9273175,"        Teugn","1280","73,8","938","499","138","47","29","17","29","179"
"10129",9273177,"        Train","1383","68,6","939","538","106","43","43","29","35","145"
"10130",9273178,"        Volkenschwand","1291","76,0","970","606","85","48","47","17","23","144"
"10131",9273181,"        Wildenberg","1076","64,9","692","396","76","37","32","25","25","101"
"10132",9274111,"        Adlkofen","3070","72,9","2224","1226","325","184","90","64","76","259"
"10133",9274112,"        Aham","1567","65,5","1026","616","144","53","53","24","29","107"
"10134",9274113,"        Altdorf, M","8442","65,5","5481","2989","1001","330","259","172","225","505"
"10135",9274114,"        Altfraunhofen","1636","73,7","1197","664","151","125","45","29","57","126"
"10136",9274118,"        Baierbach","605","74,5","449","255","56","23","32","10","24","49"
"10137",9274119,"        Bayerbach b.Ergoldsbach","1395","68,2","941","506","133","30","75","24","31","142"
"10138",9274120,"        Bodenkirchen","4108","71,5","2921","1764","348","169","110","71","106","353"
"10139",9274121,"        Buch a.Erlbach","2731","74,9","2031","1100","324","161","90","70","58","228"
"10140",9274124,"        Eching","2855","74,6","2115","1216","288","158","89","58","83","223"
"10141",9274126,"        Ergolding, M","9242","67,4","6191","3276","983","358","334","195","272","773"
"10142",9274127,"        Ergoldsbach, M","5838","66,6","3861","2127","545","157","169","108","138","617"
"10143",9274128,"        Essenbach, M","8792","68,3","5968","3141","955","287","273","147","237","928"
"10144",9274132,"        Furth","2675","74,7","1992","1145","253","150","95","45","52","252"
"10145",9274134,"        Geisenhausen, M","5067","70,4","3538","1883","475","239","166","116","106","553"
"10146",9274135,"        Gerzen","1399","71,6","995","604","125","56","41","24","27","118"
"10147",9274141,"        Hohenthann","2962","76,2","2247","1280","219","115","99","32","91","411"
"10148",9274145,"        Kroening","1538","74,6","1145","678","136","90","40","24","36","141"
"10149",9274146,"        Kumhausen","3897","76,2","2943","1528","458","258","157","102","135","305"
"10150",9274153,"        Neufahrn i.NB","3093","65,6","2010","1064","316","76","84","69","86","315"
"10151",9274154,"        Neufraunhofen","824","75,8","616","395","57","39","30","8","18","69"
"10152",9274156,"        Niederaichbach","2844","68,4","1930","997","327","101","103","52","57","293"
"10153",9274165,"        Obersueßbach","1328","73,5","969","553","115","50","32","24","35","160"
"10154",9274172,"        Pfeffenhausen, M","3632","69,3","2499","1515","316","140","113","45","62","308"
"10155",9274174,"        Postau","1286","70,7","902","518","119","53","38","20","30","124"
"10156",9274176,"        Rottenburg a.d.Laaber, St","5901","66,4","3889","2024","492","195","157","90","119","812"
"10157",9274179,"        Schalkham","666","77,3","511","306","35","47","15","15","12","81"
"10158",9274182,"        Tiefenbach","2906","79,4","2288","1192","358","183","181","76","103","195"
"10159",9274183,"        Velden, M","4994","67,0","3316","1924","431","227","131","114","104","385"
"10160",9274184,"        Vilsbiburg, St","8420","69,5","5813","3178","870","419","297","157","203","689"
"10161",9274185,"        Vilsheim","1875","79,4","1479","800","174","116","92","40","37","220"
"10162",9274187,"        Weihmichl","1910","75,1","1430","859","149","76","68","34","29","215"
"10163",9274188,"        Weng","1096","68,2","745","423","98","51","29","13","33","98"
"10164",9274191,"        Woerth a.d.Isar","1980","65,6","1286","683","223","57","54","42","68","159"
"10165",9274193,"        Wurmsham","1058","72,5","762","499","51","60","32","22","15","83"
"10166",9274194,"        Bruckberg","4106","72,1","2947","1595","415","246","123","77","113","378"
"10167",9275111,"        Aicha vorm Wald","1929","59,8","1146","602","203","70","50","48","46","127"
"10168",9275112,"        Aidenbach, M","2312","64,2","1464","742","233","70","65","38","64","252"
"10169",9275114,"        Aldersbach","3378","67,3","2257","1241","394","131","73","80","87","251"
"10170",9275116,"        Bad Fuessing","5541","66,8","3656","2027","658","182","236","109","145","299"
"10171",9275117,"        Beutelsbach","916","63,6","578","328","96","23","17","18","24","72"
"10172",9275118,"        Breitenberg","1658","59,5","977","583","110","41","30","37","40","136"
"10173",9275119,"        Buechlberg","3181","59,9","1894","1001","421","85","52","72","53","210"
"10174",9275120,"        Eging a.See, M","3296","55,8","1829","1033","306","91","77","75","59","188"
"10175",9275121,"        Fuerstenstein","2737","58,3","1581","792","344","62","67","80","53","183"
"10176",9275122,"        Fuerstenzell, M","6204","68,7","4231","2418","731","255","203","113","129","382"
"10177",9275124,"        Bad Griesbach i.Rottal, St","6786","59,4","3997","2248","654","204","242","134","178","337"
"10178",9275125,"        Haarbach","2123","70,7","1492","1011","161","66","47","33","37","137"
"10179",9275126,"        Hauzenberg, St","9631","63,0","6019","3211","1452","234","191","187","178","566"
"10180",9275127,"        Hofkirchen, M","2913","61,0","1771","969","409","82","59","57","40","155"
"10181",9275128,"        Hutthurm, M","4803","59,6","2845","1532","537","138","96","120","99","323"
"10182",9275130,"        Kirchham","1726","67,0","1151","690","180","44","58","39","51","89"
"10183",9275131,"        Koeßlarn, M","1542","62,5","955","521","145","63","45","42","37","102"
"10184",9275132,"        Malching","1007","65,6","659","382","105","25","14","12","35","86"
"10185",9275133,"        Neuburg a.Inn","3359","71,6","2381","1220","419","196","104","65","104","273"
"10186",9275134,"        Neuhaus a.Inn","2533","66,2","1659","940","302","103","65","40","54","155"
"10187",9275135,"        Neukirchen vorm Wald","2153","57,7","1232","644","259","65","37","46","66","115"
"10188",9275137,"        Obernzell, M","2924","62,2","1789","915","375","101","85","74","82","157"
"10189",9275138,"        Ortenburg, M","5607","65,3","3646","2142","583","190","153","113","132","333"
"10190",9275141,"        Pocking, St","11787","54,3","6333","3535","1126","288","323","224","257","580"
"10191",9275143,"        Rotthalmuenster, M","3937","61,3","2401","1373","389","103","124","78","110","224"
"10192",9275144,"        Ruderting","2528","68,6","1724","934","285","107","73","67","71","187"
"10193",9275145,"        Ruhstorf a.d.Rott, M","5590","64,1","3547","1931","644","169","145","125","129","404"
"10194",9275146,"        Salzweg","5231","67,2","3487","1812","716","256","142","119","168","274"
"10195",9275148,"        Sonnen","1171","62,9","728","469","88","12","23","30","18","88"
"10196",9275149,"        Tettenweis","1397","67,3","933","584","120","48","37","25","26","93"
"10197",9275150,"        Thyrnau","3340","69,0","2293","1373","400","126","63","80","84","167"
"10198",9275151,"        Tiefenbach","5037","70,7","3539","1884","662","218","120","138","154","363"
"10199",9275152,"        Tittling, M","3268","61,6","1993","1044","385","77","72","83","94","238"
"10200",9275153,"        Untergriesbach, M","4841","60,8","2910","1770","466","92","98","84","92","308"
"10201",9275154,"        Vilshofen an der Donau, St","12912","58,6","7506","3862","1464","477","296","337","347","723"
"10202",9275156,"        Wegscheid, M","4260","64,4","2720","1734","370","106","88","100","66","256"
"10203",9275159,"        Windorf, M","3807","62,1","2341","1379","393","136","91","56","71","215"
"10204",9275160,"        Witzmannsberg","1200","60,3","715","371","120","32","24","30","41","97"
"10205",9276111,"        Achslach","761","63,7","477","307","59","14","11","6","18","62"
"10206",9276113,"        Arnbruck","1635","62,9","1020","575","189","31","38","27","49","111"
"10207",9276115,"        Bayerisch Eisenstein","774","67,3","516","296","118","28","19","11","23","21"
"10208",9276116,"        Bischofsmais","2559","63,1","1605","996","225","36","61","46","53","188"
"10209",9276117,"        Bodenmais, M","2779","62,3","1719","998","302","75","68","44","80","152"
"10210",9276118,"        Boebrach","1292","62,5","801","467","117","22","29","19","42","105"
"10211",9276120,"        Drachselsried","2002","58,4","1155","652","205","61","50","30","49","108"
