"","Schluessel","Name.y","Wahlberechtigte.btw","Wahlbeteiligung.btw","Gueltige.Zweitstimmen.btw","CDU.CSU.btw","SPD.btw","GRUENE.btw","FDP.btw","LINKE.btw","AfD.btw","Sonstige.Parteien.btw"
"2986",15091391,"        Zahna-Elster, Stadt","7104","62,8","4395","2078","692","116","121","929","168","291"
"2987",16051,"      Erfurt, krsfr. Stadt","167710","66,9","114718","39285","20356","8977","2856","27074","7366","8804"
"2988",16052,"      Gera, krsfr. Stadt","82336","73,4","54209","19444","7721","2102","1280","15969","4212","3481"
"2989",16053,"      Jena, krsfr. Stadt","84723","66,6","61396","18737","11462","7132","2012","14260","3182","4611"
"2990",16054,"      Suhl, krsfr. Stadt","31740","70,4","20811","7213","3439","909","460","6310","1110","1370"
"2991",16055,"      Weimar, krsfr. Stadt","51074","66,8","35448","12303","6214","3949","1034","7497","1666","2785"
"2992",16056,"      Eisenach, krsfr. Stadt","34657","71,7","22768","7928","3980","1256","521","5735","1130","2218"
"2993",16061001,"        Arenshausen","839","74,4","490","249","65","17","10","72","39","38"
"2994",16061002,"        Asbach-Sickenberg","82","61,1","61","21","15","4","1","11","4","5"
"2995",16061003,"        Berlingerode","1027","67,6","622","408","58","8","21","69","21","37"
"2996",16061004,"        Bernterode (bei Heilbad Heiligenstadt)","210","61,5","139","100","17","1","3","10","4","4"
"2997",16061007,"        Birkenfelde","493","62,5","299","143","44","15","9","55","16","17"
"2998",16061012,"        Bodenrode-Westhausen","936","71,3","577","369","66","16","14","51","28","33"
"2999",16061014,"        Bornhagen","209","74,9","146","42","19","9","3","24","36","13"
"3000",16061015,"        Brehme","910","57,2","676","388","46","4","7","62","23","146"
"3001",16061017,"        Breitenworbis","2833","60,9","1604","839","203","50","58","228","69","157"
"3002",16061018,"        Buettstedt","724","66,0","433","272","39","10","14","37","34","27"
"3003",16061019,"        Buhla","447","85,2","287","114","70","11","7","57","11","17"
"3004",16061021,"        Burgwalde","182","67,6","152","90","18","5","3","12","4","20"
"3005",16061022,"        Deuna","775","78,9","513","317","41","10","17","67","23","38"
"3006",16061023,"        Dieterode","71","84,3","54","33","4","1","1","6","6","3"
"3007",16061024,"        Dietzenrode/Vatterode","108","57,5","91","30","22","11","1","14","8","5"
"3008",16061025,"        Dingelstaedt, Stadt","3702","64,3","2100","1039","267","67","66","341","134","186"
"3009",16061026,"        Ecklingerode","602","55,7","381","233","49","8","17","27","6","41"
"3010",16061027,"        Effelder","1062","91,3","580","388","56","14","10","52","23","37"
"3011",16061028,"        Eichstruth","69","69,1","62","30","16","3","-","5","2","6"
"3012",16061031,"        Ferna","466","73,3","317","207","27","11","5","28","22","17"
"3013",16061032,"        Freienhagen","258","76,4","183","117","21","5","3","17","9","11"
"3014",16061033,"        Fretterode","144","64,7","110","34","22","3","3","9","23","16"
"3015",16061034,"        Geisleden","852","63,5","546","315","70","16","19","75","19","32"
"3016",16061035,"        Geismar","961","73,5","600","315","63","14","20","91","47","50"
"3017",16061036,"        Gerbershausen","524","65,2","378","226","39","10","9","41","22","31"
"3018",16061037,"        Gernrode","1297","62,4","838","544","55","28","36","74","38","63"
"3019",16061038,"        Gerterode","319","83,8","198","73","35","2","2","53","10","23"
"3020",16061039,"        Glasehausen","142","68,5","119","70","9","2","3","22","4","9"
"3021",16061041,"        Großbartloff","784","72,4","527","250","64","21","23","73","52","44"
"3022",16061043,"        Hausen","351","64,0","252","155","29","5","10","26","11","16"
"3023",16061044,"        Haynrode","553","71,2","350","124","73","12","6","79","19","37"
"3024",16061045,"        Heilbad Heiligenstadt, Stadt","13498","67,7","9480","4672","1310","465","238","1590","536","669"
"3025",16061046,"        Helmsdorf","452","71,5","301","172","39","13","7","32","13","25"
"3026",16061047,"        Heuthen","596","65,7","425","232","43","5","17","38","35","55"
"3027",16061048,"        Hohengandern","463","72,5","300","174","28","11","14","28","19","26"
"3028",16061049,"        Hohes Kreuz","1129","63,0","812","501","86","24","18","75","50","58"
"3029",16061052,"        Hundeshagen","979","67,1","612","364","57","13","16","71","57","34"
"3030",16061054,"        Kallmerode","496","66,2","331","168","31","18","6","45","23","40"
"3031",16061055,"        Kefferhausen","631","69,3","413","223","52","7","14","74","16","27"
"3032",16061056,"        Kella","440","76,7","299","159","27","8","12","37","24","32"
"3033",16061057,"        Kirchgandern","484","64,0","365","233","44","16","13","33","13","13"
"3034",16061058,"        Kirchworbis","1121","77,2","709","438","71","18","21","73","40","48"
"3035",16061059,"        Kleinbartloff","329","66,4","254","160","19","13","3","30","15","14"
"3036",16061061,"        Kreuzebra","622","74,1","409","283","29","16","14","27","24","16"
"3037",16061062,"        Krombach","162","59,5","120","74","15","2","2","14","8","5"
"3038",16061063,"        Kuellstedt","1162","71,8","683","470","46","15","14","66","15","57"
"3039",16061065,"        Lenterode","252","71,1","178","99","8","15","6","24","5","21"
"3040",16061066,"        Lindewerra","201","68,8","142","59","23","18","4","20","4","14"
"3041",16061067,"        Lutter","599","72,6","410","258","30","13","8","34","30","37"
"3042",16061068,"        Mackenrode","248","63,3","179","102","18","11","4","22","14","8"
"3043",16061069,"        Marth","270","57,2","169","98","15","6","4","27","5","14"
"3044",16061074,"        Niederorschel","2598","82,0","1460","773","187","55","52","187","87","119"
"3045",16061075,"        Pfaffschwende","244","77,0","198","102","26","7","11","24","15","13"
"3046",16061076,"        Reinholterode","631","83,9","479","305","41","15","20","48","26","24"
"3047",16061077,"        Roehrig","199","65,5","163","101","15","2","5","23","10","7"
"3048",16061078,"        Rohrberg","206","70,0","132","97","11","3","3","7","4","7"
"3049",16061082,"        Rustenfelde","410","77,7","283","194","22","7","10","24","12","14"
"3050",16061083,"        Schachtebich","206","63,6","160","104","10","10","4","19","4","9"
"3051",16061084,"        Schoenhagen","110","67,3","68","25","9","10","-","11","5","8"
"3052",16061085,"        Schwobfeld","101","74,6","67","38","3","-","2","13","8","3"
"3053",16061086,"        Sickerode","126","66,7","90","63","7","1","5","7","4","3"
"3054",16061087,"        Silberhausen","553","63,8","366","225","31","3","8","37","16","46"
"3055",16061089,"        Steinbach","448","70,7","282","200","12","7","10","22","12","19"
"3056",16061091,"        Steinheuterode","208","67,6","146","66","11","6","9","24","17","13"
"3057",16061094,"        Tastungen","213","74,6","143","56","19","3","2","29","9","25"
"3058",16061096,"        Thalwenden","299","63,6","220","131","22","8","8","30","5","16"
"3059",16061097,"        Uder","2087","64,6","1313","727","161","43","45","162","76","99"
"3060",16061098,"        Volkerode","212","80,2","135","81","11","2","3","30","3","5"
"3061",16061101,"        Wachstedt","418","59,9","284","168","18","12","16","27","17","26"
"3062",16061102,"        Wahlhausen","252","64,1","145","61","22","3","2","26","15","16"
"3063",16061103,"        Wehnde","309","75,0","196","71","27","3","3","40","12","40"
"3064",16061105,"        Wiesenfeld","200","64,5","142","59","17","9","2","28","16","11"
"3065",16061107,"        Wingerode","1013","68,4","648","413","52","27","15","63","20","58"
"3066",16061111,"        Wuestheuterode","509","60,4","339","219","40","5","7","33","18","17"
"3067",16061113,"        Schimberg","1823","60,3","1082","662","93","25","40","107","60","95"
"3068",16061114,"        Teistungen","2016","67,1","1199","683","167","27","38","135","69","80"
"3069",16061115,"        Leinefelde-Worbis, Stadt","15689","68,4","10392","4874","1372","341","328","1936","512","1029"
"3070",16061116,"        Am Ohmberg","3241","74,6","2179","962","362","62","46","443","100","204"
"3071",16061117,"        Sonnenstein","4047","65,4","2979","1646","421","107","100","396","81","228"
"3072",16062002,"        Bleicherode, Stadt","5656","69,4","3068","1117","562","107","81","775","173","253"
"3073",16062004,"        Buchholz","193","67,4","130","44","20","12","5","33","4","12"
"3074",16062005,"        Ellrich, Stadt","4733","80,3","3142","1169","606","124","79","749","175","240"
"3075",16062006,"        Etzelsrode","76","64,7","61","24","9","5","1","14","1","7"
"3076",16062007,"        Friedrichsthal","204","64,6","129","37","19","6","14","39","8","6"
"3077",16062008,"        Goersbach","892","60,7","569","233","89","29","14","134","30","40"
"3078",16062009,"        Großlohra","807","61,8","484","205","76","22","9","121","19","32"
"3079",16062014,"        Hainrode/Hainleite","301","60,6","185","70","20","3","4","64","11","13"
"3080",16062016,"        Harzungen","180","59,0","107","42","13","5","3","29","5","10"
"3081",16062018,"        Herrmannsacker","317","70,6","186","86","37","6","2","38","8","9"
"3082",16062024,"        Kehmstedt","418","67,2","292","102","68","9","6","82","8","17"
"3083",16062025,"        Kleinbodungen","317","60,7","213","78","51","3","6","52","13","10"
"3084",16062026,"        Kleinfurra","952","63,1","569","192","88","17","21","159","29","63"
"3085",16062029,"        Kraja","249","59,8","157","65","27","5","2","49","3","6"
"3086",16062033,"        Lipprechterode","460","64,4","267","108","39","6","7","68","11","28"
"3087",16062036,"        Neustadt/Harz","936","69,5","593","249","101","28","20","132","28","35"
"3088",16062037,"        Niedergebra","587","52,0","396","166","62","13","5","93","24","33"
"3089",16062039,"        Nohra","740","63,0","371","138","64","9","14","105","15","26"
"3090",16062041,"        Nordhausen, Stadt","35473","64,7","22058","7590","4112","1132","545","5853","1146","1680"
"3091",16062049,"        Sollstedt","2629","65,0","1672","608","302","80","34","438","83","127"
"3092",16062054,"        Urbach","804","60,8","514","179","85","19","9","160","17","45"
"3093",16062058,"        Wipperdorf","1180","57,9","710","275","117","15","20","186","35","62"
"3094",16062059,"        Wolkramshausen","824","70,7","469","169","77","21","11","125","18","48"
"3095",16062062,"        Hohenstein","1970","69,4","1373","578","232","40","33","330","47","113"
"3096",16062063,"        Werther","2785","57,2","1912","704","342","68","46","515","79","158"
"3097",16062064,"        Heringen/Helme, Stadt","4215","53,8","2373","894","420","88","60","629","100","182"
"3098",16062065,"        Harztor","5248","67,9","2762","1088","486","98","58","644","166","222"
"3099",16063003,"        Bad Salzungen, Stadt","13036","65,7","6289","2097","1050","225","149","1829","319","620"
"3100",16063004,"        Barchfeld-Immelborn","4080","64,9","2649","1017","419","97","56","729","133","198"
"3101",16063006,"        Berka v. d. Hainich","650","57,6","411","182","45","14","13","86","35","36"
"3102",16063007,"        Berka/Werra, Stadt","3681","59,1","2089","888","310","52","60","432","136","211"
"3103",16063008,"        Bischofroda","558","72,2","324","140","40","14","20","57","21","32"
"3104",16063009,"        Brunnhartshausen","320","75,2","229","148","17","2","8","23","12","19"
"3105",16063011,"        Buttlar","1092","60,7","813","602","60","29","19","53","15","35"
"3106",16063013,"        Creuzburg, Stadt","2049","62,5","1227","430","232","50","34","270","113","98"
"3107",16063014,"        Dankmarshausen","872","62,0","529","206","103","21","20","120","20","39"
"3108",16063015,"        Dermbach","2587","61,1","1584","831","207","48","36","248","79","135"
"3109",16063016,"        Diedorf/Rhoen","314","59,8","189","89","20","1","8","41","5","25"
"3110",16063017,"        Dippach","921","63,0","536","175","119","16","10","135","29","52"
"3111",16063019,"        Ebenshausen","246","60,1","148","54","30","8","12","30","4","10"
"3112",16063023,"        Empfertshausen","499","66,8","299","130","39","9","14","55","15","37"
"3113",16063024,"        Ettenhausen a.d. Suhl","343","59,5","223","106","28","10","5","59","5","10"
"3114",16063028,"        Frankenroda","281","63,1","164","49","36","10","1","43","10","15"
"3115",16063029,"        Frauensee","742","66,7","460","200","88","22","-","84","31","35"
"3116",16063032,"        Geisa, Stadt","3835","85,7","2528","1688","267","58","40","220","77","178"
"3117",16063033,"        Gerstengrund","56","72,8","47","43","-","-","1","2","1","-"
"3118",16063036,"        Großensee","158","74,9","113","55","22","4","3","16","3","10"
"3119",16063037,"        Hallungen","183","61,8","135","57","18","9","8","28","5","10"
"3120",16063039,"        Ifta","966","60,7","581","175","114","26","23","156","28","59"
"3121",16063046,"        Krauthausen","1369","64,5","847","325","150","36","18","200","46","72"
"3122",16063049,"        Lauterbach","549","61,4","344","161","62","16","14","61","12","18"
"3123",16063051,"        Leimbach","1497","60,9","903","345","160","23","16","223","60","76"
"3124",16063052,"        Marksuhl","2486","65,0","1499","596","247","55","36","347","56","162"
"3125",16063055,"        Mihla","1865","62,5","1053","393","168","37","28","243","52","132"
"3126",16063058,"        Nazza","483","70,4","296","105","64","8","13","69","14","23"
"3127",16063059,"        Neidhartshausen","287","64,2","201","82","47","13","4","28","7","20"
"3128",16063062,"        Oechsen","551","70,1","351","163","51","17","4","69","13","34"
"3129",16063066,"        Ruhla, Stadt","5151","70,9","3563","1349","651","139","91","820","214","299"
"3130",16063068,"        Schleid","858","70,1","603","456","43","9","12","25","19","39"
"3131",16063071,"        Seebach","1791","69,1","1224","452","232","69","24","291","66","90"
"3132",16063072,"        Stadtlengsfeld, Stadt","2096","62,9","1427","580","275","49","23","309","59","132"
"3133",16063075,"        Tiefenort","3390","69,9","2102","861","373","57","31","476","101","203"
"3134",16063076,"        Treffurt, Stadt","4540","71,3","3125","1144","686","121","58","701","191","224"
"3135",16063078,"        Unterbreizbach","3085","56,7","2170","970","425","66","40","422","83","164"
"3136",16063081,"        Urnshausen","640","58,1","359","131","55","10","13","81","10","59"
"3137",16063082,"        Vacha, Stadt","3105","62,5","1780","670","337","61","42","416","93","161"
"3138",16063084,"        Weilar","732","60,4","392","187","62","10","6","63","23","41"
"3139",16063086,"        Wiesenthal","667","67,3","400","169","60","8","10","90","18","45"
"3140",16063089,"        Wolfsburg-Unkeroda","607","68,6","404","182","72","11","7","92","15","25"
"3141",16063092,"        Wutha-Farnroda","5377","70,4","3632","1379","654","168","68","842","166","355"
"3142",16063093,"        Zella/Rhoen","388","72,1","269","182","24","3","5","20","17","18"
"3143",16063094,"        Moorgrund","2924","68,5","2074","827","347","88","45","497","106","164"
"3144",16063097,"        Gerstungen","4876","70,9","3291","1195","566","150","89","741","162","388"
"3145",16063098,"        Hoerselberg-Hainich","5306","64,6","3690","1537","632","138","75","789","190","329"
"3146",16063099,"        Bad Liebenstein, Stadt","6942","66,3","4429","1716","856","178","83","1024","233","339"
"3147",16063101,"        Krayenberggemeinde","-","-","-","-","-","-","-","-","-","-"
"3148",16063102,"        Kaltennordheim, Stadt","-","-","-","-","-","-","-","-","-","-"
"3149",16064001,"        Altengottern","881","63,2","529","251","64","14","16","105","31","48"
"3150",16064003,"        Bad Langensalza, Stadt","15021","52,3","9324","3435","1611","391","362","2397","393","735"
"3151",16064004,"        Bad Tennstedt, Stadt","2073","57,8","1071","432","165","30","23","249","64","108"
"3152",16064005,"        Ballhausen","718","58,5","405","157","66","3","7","112","25","35"
